time,count
2024-12-02 12:00:00,-0.48077523330349736
2024-12-03 00:00:00,-0.5076596396001329
2024-12-03 12:00:00,-0.5531563271790545
2024-12-04 00:00:00,
2024-12-04 12:00:00,-0.5448842021647051
2024-12-05 00:00:00,-0.5469522334182925
2024-12-05 12:00:00,-0.5055916083465456
2024-12-06 00:00:00,-0.5448842021647051
2024-12-06 12:00:00,-0.5428161709111178
2024-12-07 00:00:00,-0.5469522334182925
2024-12-07 12:00:00,-0.5531563271790545
2024-12-08 00:00:00,-0.5531563271790545
2024-12-08 12:00:00,0.07966123641867352
2024-12-09 00:00:00,-0.4021900456671782
2024-12-09 12:00:00,-0.4683670457819733
2024-12-10 00:00:00,-0.5097276708537203
2024-12-10 12:00:00,-0.5510882959254672
2024-12-11 00:00:00,-0.5510882959254672
2024-12-11 12:00:00,-0.513863733360895
2024-12-12 00:00:00,-0.4952514520786088
2024-12-12 12:00:00,-0.5097276708537203
2024-12-13 00:00:00,-0.5221358583752443
2024-12-13 12:00:00,-0.5242038896288317
2024-12-14 00:00:00,-0.5490202646718798
2024-12-14 12:00:00,-0.5531563271790545
2024-12-15 00:00:00,-0.4766391707963227
2024-12-15 12:00:00,-0.4890473583178468
2024-12-16 00:00:00,-0.5531563271790545
2024-12-16 12:00:00,
2024-12-17 00:00:00,
2024-12-17 12:00:00,
2024-12-18 00:00:00,-0.5428161709111178
2024-12-18 12:00:00,-0.5510882959254672
2024-12-19 00:00:00,-0.5283399521360064
2024-12-19 12:00:00,-0.3070606080021603
2024-12-20 00:00:00,0.29473648679175757
2024-12-20 12:00:00,-0.3939179206528288
2024-12-21 00:00:00,-0.5324760146431811
2024-12-21 12:00:00,-0.520067827121657
2024-12-22 00:00:00,-0.5469522334182925
2024-12-22 12:00:00,-0.5221358583752443
2024-12-23 00:00:00,-0.513863733360895
2024-12-23 12:00:00,-0.5490202646718798
2024-12-24 00:00:00,-0.5407481396575304
2024-12-24 12:00:00,-0.5242038896288317
2024-12-25 00:00:00,-0.14989023272952195
2024-12-25 12:00:00,0.40020608072471225
2024-12-26 00:00:00,-0.2925843892270489
2024-12-26 12:00:00,0.3505733306386159
2024-12-27 00:00:00,-0.42493838945663903
2024-12-27 12:00:00,-0.33601304555238315
2024-12-28 00:00:00,0.27198814300229673
2024-12-28 12:00:00,-0.3628974518490186
2024-12-29 00:00:00,-0.4228703582030517
2024-12-29 12:00:00,-0.5221358583752443
2024-12-30 00:00:00,-0.5469522334182925
2024-12-30 12:00:00,0.3423012056242665
2024-12-31 00:00:00,-0.23054345161942846
2024-12-31 12:00:00,-0.31946879552368435
2025-01-01 00:00:00,-0.11059763891136236
2025-01-01 12:00:00,0.042436673854101284
2025-01-02 00:00:00,0.36918561192090205
2025-01-02 12:00:00,-0.0030600137248203395
2025-01-03 00:00:00,-0.26156392042323867
2025-01-03 12:00:00,1.2791193634993345
2025-01-04 00:00:00,1.7382223017957255
2025-01-04 12:00:00,1.6679092391737556
2025-01-05 00:00:00,-0.16436645150463336
2025-01-05 12:00:00,0.06311698638997475
2025-01-06 00:00:00,-0.32360485803085903
2025-01-06 12:00:00,0.07552517391149882
2025-01-07 00:00:00,-0.44768673324609987
2025-01-07 12:00:00,-0.20572707657638029
2025-01-08 00:00:00,-0.43527854572457575
2025-01-08 12:00:00,-0.31533273301650966
2025-01-09 00:00:00,-0.5117957021073076
2025-01-09 12:00:00,-0.13127795144723584
2025-01-10 00:00:00,-0.4683670457819733
2025-01-10 12:00:00,-0.49111538957143414
2025-01-11 00:00:00,-0.48077523330349736
2025-01-11 12:00:00,-0.37116957686336804
2025-01-12 00:00:00,-0.5242038896288317
2025-01-12 12:00:00,-0.5490202646718798
2025-01-13 00:00:00,-0.5510882959254672
2025-01-13 12:00:00,1.3184119573174942
2025-01-14 00:00:00,0.27819223676305876
2025-01-14 12:00:00,0.29473648679175757
2025-01-15 00:00:00,0.16858658032292942
2025-01-15 12:00:00,1.3039357385423826
2025-01-16 00:00:00,0.66698211243748
2025-01-16 12:00:00,2.5385503969340286
2025-01-17 00:00:00,1.0040712067722175
2025-01-17 12:00:00,2.7660338348286366
2025-01-18 00:00:00,0.7310910812986877
2025-01-18 12:00:00,2.404128365450851
2025-01-19 00:00:00,0.46845111209309465
2025-01-19 12:00:00,1.5024667388867678
2025-01-20 00:00:00,1.0929965506764734
2025-01-20 12:00:00,7.545254061868994
2025-01-21 00:00:00,2.1621687087811314
2025-01-21 12:00:00,2.189053115077767
2025-01-22 00:00:00,1.3266840823318435
2025-01-22 12:00:00,0.15617839280140533
2025-01-23 00:00:00,-0.0899173263754889
2025-01-23 12:00:00,-0.08371323261472685
2025-01-24 00:00:00,-0.3029245454949856
2025-01-24 12:00:00,-0.06923701383961543
2025-01-25 00:00:00,-0.2822442329591121
2025-01-25 12:00:00,-0.14782220147593458
2025-01-26 00:00:00,-0.13541401395441052
2025-01-26 12:00:00,0.1954709866195649
2025-01-27 00:00:00,-0.16023038899745867
2025-01-27 12:00:00,-0.23054345161942846
2025-01-28 00:00:00,-0.4290744519638137
2025-01-28 12:00:00,-0.3484212330739072
2025-01-29 00:00:00,-0.37530563937054273
