time,count
2025-08-20,-0.6219861312615338
2025-08-21,-0.6568964847467461
2025-08-22,-0.7596880811198715
2025-08-23,-0.7053830868095411
2025-08-24,-0.552165424291109
2025-08-25,-0.561862744703668
2025-08-26,-0.6433202361691636
2025-08-27,-0.7305961198821945
2025-08-28,0.5979367766383875
2025-08-29,0.033552728627454134
2025-08-30,-0.21275920985154428
2025-08-31,-0.301974557647087
2025-09-01,-0.2787009886569454
2025-09-02,0.6018157048034111
2025-09-03,3.7767184078752254
2025-09-04,1.1254710070815965
2025-09-05,0.08979718702029629
2025-09-06,0.0878577229377845
2025-09-07,-0.0537231550855768
2025-09-08,-0.23409331475917405
2025-09-09,-0.42222133076281854
2025-09-10,-0.40670561810272415
2025-09-11,-0.26124581191433927
2025-09-12,-0.15069635921116672
2025-09-13,-0.37761365686504716
2025-09-14,-0.8004168268526193
2025-09-15,-0.7945984346050838
2025-09-16,-0.6239255953440456
2025-09-17,-0.7732643296974541
