time,polarity
2025-06-14 00:00:00,1.6292845234400568
2025-06-14 12:00:00,-0.3322485408714605
2025-06-15 00:00:00,-0.43648459742907736
2025-06-15 12:00:00,-0.6516100758564994
2025-06-16 00:00:00,-0.3322485408714605
2025-06-16 12:00:00,-0.7343019018794114
2025-06-17 00:00:00,-0.23843608996960536
2025-06-17 12:00:00,-1.0222740061826268
2025-06-18 00:00:00,-1.0585384833374363
2025-06-18 12:00:00,-0.5791234116658163
2025-06-19 00:00:00,0.9074159889030543
2025-06-19 12:00:00,0.6996884190489464
2025-06-20 00:00:00,0.25407927726513435
2025-06-20 12:00:00,0.5099314160883758
2025-06-21 00:00:00,1.6780182641682932
2025-06-21 12:00:00,1.309469349911005
2025-06-22 00:00:00,0.6058759681470913
2025-06-22 12:00:00,-2.2084975589085643
2025-06-23 00:00:00,1.8768833674625487
2025-06-23 12:00:00,0.6780393919177491
2025-06-24 00:00:00,0.06275125239950867
2025-06-24 12:00:00,0.04746852230271521
2025-06-25 00:00:00,0.9436007913937698
2025-06-25 12:00:00,0.27083150064046563
2025-06-26 00:00:00,0.15557620381818638
2025-06-26 12:00:00,-0.9292368647923571
