time,count
2022-09-07,-1.990273280640279
2022-09-08,-0.15911622512333973
2022-09-09,1.5584807029196808
2022-09-10,2.3108165474343925
2022-09-11,0.5790246034571319
2022-09-12,-0.3436514322684576
2022-09-13,-0.30106638446573813
2022-09-14,-0.38623648007117717
2022-09-15,-0.400431496005417
2022-09-16,-0.3436514322684576
2022-09-17,-0.2726763525972584
2022-09-18,-0.400431496005417
2022-09-19,-0.5849667031505349
2022-09-20,-0.2584813366630186
2022-09-21,1.9985261968811159
2022-09-22,1.4165305435772826
2022-09-23,1.2603853683006443
2022-09-24,0.18156415729841643
2022-09-25,0.0680040298244977
2022-09-26,0.011223966087538347
2022-09-27,-0.6559417828217341
2022-09-28,-0.400431496005417
2022-09-29,0.5506345715886523
2022-09-30,0.2525392369696156
2022-10-01,-0.4146265119396568
2022-10-02,-0.20170127292605924
2022-10-03,0.23834422103537578
2022-10-04,-0.7411118784271732
2022-10-05,-0.44301654380813654
2022-10-06,0.394489396312014
2022-10-07,-0.925647085572291
2022-10-08,0.9764850496158475
2022-10-09,-0.3294564163342178
2022-10-10,-1.3089125157967667
2022-10-11,2.580521850184949
2022-10-12,1.8423810216044776
2022-10-13,-0.8262819740326122
2022-10-14,-0.7411118784271732
2022-10-15,-0.7127218465586935
2022-10-16,-0.755306894361413
2022-10-17,-1.0392072130462098
2022-10-18,-1.635397882284283
2022-10-19,0.3519043485092945
2022-10-20,2.353401595237112
2022-10-21,-1.110182292717409
2022-10-22,-1.4366676592049252
2022-10-23,-1.2379374361255675
2022-10-24,-0.2726763525972584
2022-10-25,1.019070097418567
2022-10-26,-0.42882152787389666
2022-10-27,-1.8057380734951611
2022-10-28,-1.8483231212978806
2022-10-29,-2.0186633125087585
2022-10-30,-2.0896383921799577
2022-10-31,-2.160613471851157
2022-11-01,-2.2173935355881165
2022-11-02,-2.0896383921799577
2022-11-03,-2.2173935355881165
2022-11-04,-2.160613471851157
2022-11-05,-2.203198519653877
2022-11-06,1.6578458144593597
2022-11-07,-1.209547404257088
